Feature1,Feature2
MoRSEu4_7,fr_bicyclic
MoRSEu4_7,getawayHATSEn6_2
MoRSEu4_7,getawayHATSIP2_3
MoRSEu4_7,getawayHATSIP4_3
MoRSEu4_7,getawayHATSV8_2
MoRSEu4_7,getawayHATSc13_3
MoRSEu4_7,getawayHATSm8_1
MoRSEu4_7,getawayHTc_1
MoRSEu4_7,getawayHV1_2
MoRSEu4_7,getawayHV3_3
MoRSEu4_7,getawayHV4_2
MoRSEu4_7,getawayHm7_3
MoRSEu4_7,getawayREn1_7
MoRSEu4_7,getawayRmaxP7_2
MoRSEu4_7,k3_2
MoRSEu4_7,k_1
MoRSEu4_7,rho_1
MoRSEu4_7,rho_2
MoRSEu5_1,MolWt
MoRSEu5_1,PBFscore_1
MoRSEu5_1,PEOE_VSA5
MoRSEu5_1,PNSA3_1
MoRSEu5_1,RDFc14_6
MoRSEu5_1,RDFc17_4
MoRSEu5_1,RDFc5_1
MoRSEu5_1,VSA_EState8
MoRSEu5_1,WHIM_P3c_2
MoRSEu5_1,c_3
MoRSEu5_1,fr_Al_COO
MoRSEu5_1,fr_bicyclic
MoRSEu5_1,getawayHATSEn6_2
MoRSEu5_1,getawayHATSIP2_3
MoRSEu5_1,getawayHATSIP4_3
MoRSEu5_1,getawayHATSV8_2
MoRSEu5_1,getawayHATSc13_3
MoRSEu5_1,getawayHATSm8_1
MoRSEu5_1,getawayHTc_1
MoRSEu5_1,getawayHV1_2
MoRSEu5_1,getawayHV3_3
MoRSEu5_1,getawayHV4_2
MoRSEu5_1,getawayHm7_3
MoRSEu5_1,getawayREn1_7
MoRSEu5_1,getawayRmaxP7_2
MoRSEu5_1,k3_2
MoRSEu5_1,k_1
MoRSEu5_1,rho_1
MoRSEu5_1,rho_2
MolWt,PBFscore_1
MolWt,PEOE_VSA5
MolWt,PNSA3_1
MolWt,RDFc14_6
MolWt,RDFc17_4
MolWt,RDFc5_1
MolWt,VSA_EState8
MolWt,WHIM_P3c_2
MolWt,c_3
MolWt,fr_Al_COO
MolWt,fr_bicyclic
MolWt,getawayHATSEn6_2
MolWt,getawayHATSIP2_3
MolWt,getawayHATSIP4_3
MolWt,getawayHATSV8_2
MolWt,getawayHATSc13_3
MolWt,getawayHATSm8_1
MolWt,getawayHTc_1
MolWt,getawayHV1_2
MolWt,getawayHV3_3
MolWt,getawayHV4_2
MolWt,getawayHm7_3
MolWt,getawayREn1_7
MolWt,getawayRmaxP7_2
MolWt,k3_2
MolWt,k_1
MolWt,rho_1
MolWt,rho_2
PBFscore_1,PEOE_VSA5
PBFscore_1,PNSA3_1
PBFscore_1,RDFc14_6
PBFscore_1,RDFc17_4
PBFscore_1,RDFc5_1
PBFscore_1,VSA_EState8
PBFscore_1,WHIM_P3c_2
PBFscore_1,c_3
PBFscore_1,fr_Al_COO
PBFscore_1,fr_bicyclic
PBFscore_1,getawayHATSEn6_2
PBFscore_1,getawayHATSIP2_3
PBFscore_1,getawayHATSIP4_3
PBFscore_1,getawayHATSV8_2
PBFscore_1,getawayHATSc13_3
PBFscore_1,getawayHATSm8_1
PBFscore_1,getawayHTc_1
PBFscore_1,getawayHV1_2
PBFscore_1,getawayHV3_3
PBFscore_1,getawayHV4_2
PBFscore_1,getawayHm7_3
PBFscore_1,getawayREn1_7
PBFscore_1,getawayRmaxP7_2
PBFscore_1,k3_2
PBFscore_1,k_1
PBFscore_1,rho_1
PBFscore_1,rho_2
PEOE_VSA5,PNSA3_1
PEOE_VSA5,RDFc14_6
PEOE_VSA5,RDFc17_4
PEOE_VSA5,RDFc5_1
PEOE_VSA5,VSA_EState8
PEOE_VSA5,WHIM_P3c_2
PEOE_VSA5,c_3
PEOE_VSA5,fr_Al_COO
PEOE_VSA5,fr_bicyclic
PEOE_VSA5,getawayHATSEn6_2
PEOE_VSA5,getawayHATSIP2_3
PEOE_VSA5,getawayHATSIP4_3
PEOE_VSA5,getawayHATSV8_2
PEOE_VSA5,getawayHATSc13_3
PEOE_VSA5,getawayHATSm8_1
PEOE_VSA5,getawayHTc_1
PEOE_VSA5,getawayHV1_2
PEOE_VSA5,getawayHV3_3
PEOE_VSA5,getawayHV4_2
PEOE_VSA5,getawayHm7_3
PEOE_VSA5,getawayREn1_7
PEOE_VSA5,getawayRmaxP7_2
PEOE_VSA5,k3_2
PEOE_VSA5,k_1
PEOE_VSA5,rho_1
PEOE_VSA5,rho_2
PNSA3_1,RDFc14_6
PNSA3_1,RDFc17_4
PNSA3_1,RDFc5_1
PNSA3_1,VSA_EState8
PNSA3_1,WHIM_P3c_2
PNSA3_1,c_3
PNSA3_1,fr_Al_COO
PNSA3_1,fr_bicyclic
PNSA3_1,getawayHATSEn6_2
PNSA3_1,getawayHATSIP2_3
PNSA3_1,getawayHATSIP4_3
PNSA3_1,getawayHATSV8_2
PNSA3_1,getawayHATSc13_3
PNSA3_1,getawayHATSm8_1
PNSA3_1,getawayHTc_1
PNSA3_1,getawayHV1_2
PNSA3_1,getawayHV3_3
PNSA3_1,getawayHV4_2
PNSA3_1,getawayHm7_3
PNSA3_1,getawayREn1_7
PNSA3_1,getawayRmaxP7_2
PNSA3_1,k3_2
PNSA3_1,k_1
PNSA3_1,rho_1
PNSA3_1,rho_2
RDFc14_6,RDFc17_4
RDFc14_6,RDFc5_1
RDFc14_6,VSA_EState8
RDFc14_6,WHIM_P3c_2
RDFc14_6,c_3
RDFc14_6,fr_Al_COO
RDFc14_6,fr_bicyclic
RDFc14_6,getawayHATSEn6_2
RDFc14_6,getawayHATSIP2_3
RDFc14_6,getawayHATSIP4_3
RDFc14_6,getawayHATSV8_2
RDFc14_6,getawayHATSc13_3
RDFc14_6,getawayHATSm8_1
RDFc14_6,getawayHTc_1
RDFc14_6,getawayHV1_2
RDFc14_6,getawayHV3_3
RDFc14_6,getawayHV4_2
RDFc14_6,getawayHm7_3
RDFc14_6,getawayREn1_7
RDFc14_6,getawayRmaxP7_2
RDFc14_6,k3_2
RDFc14_6,k_1
RDFc14_6,rho_1
RDFc14_6,rho_2
RDFc17_4,RDFc5_1
RDFc17_4,VSA_EState8
RDFc17_4,WHIM_P3c_2
RDFc17_4,c_3
RDFc17_4,fr_Al_COO
RDFc17_4,fr_bicyclic
RDFc17_4,getawayHATSEn6_2
RDFc17_4,getawayHATSIP2_3
RDFc17_4,getawayHATSIP4_3
RDFc17_4,getawayHATSV8_2
RDFc17_4,getawayHATSc13_3
RDFc17_4,getawayHATSm8_1
RDFc17_4,getawayHTc_1
RDFc17_4,getawayHV1_2
RDFc17_4,getawayHV3_3
RDFc17_4,getawayHV4_2
RDFc17_4,getawayHm7_3
RDFc17_4,getawayREn1_7
RDFc17_4,getawayRmaxP7_2
RDFc17_4,k3_2
RDFc17_4,k_1
RDFc17_4,rho_1
RDFc17_4,rho_2
RDFc5_1,VSA_EState8
RDFc5_1,WHIM_P3c_2
RDFc5_1,c_3
RDFc5_1,fr_Al_COO
RDFc5_1,fr_bicyclic
RDFc5_1,getawayHATSEn6_2
RDFc5_1,getawayHATSIP2_3
RDFc5_1,getawayHATSIP4_3
RDFc5_1,getawayHATSV8_2
RDFc5_1,getawayHATSc13_3
RDFc5_1,getawayHATSm8_1
RDFc5_1,getawayHTc_1
RDFc5_1,getawayHV1_2
RDFc5_1,getawayHV3_3
RDFc5_1,getawayHV4_2
RDFc5_1,getawayHm7_3
RDFc5_1,getawayREn1_7
RDFc5_1,getawayRmaxP7_2
RDFc5_1,k3_2
RDFc5_1,k_1
RDFc5_1,rho_1
RDFc5_1,rho_2
VSA_EState8,WHIM_P3c_2
VSA_EState8,c_3
VSA_EState8,fr_Al_COO
VSA_EState8,fr_bicyclic
VSA_EState8,getawayHATSEn6_2
VSA_EState8,getawayHATSIP2_3
VSA_EState8,getawayHATSIP4_3
VSA_EState8,getawayHATSV8_2
VSA_EState8,getawayHATSc13_3
VSA_EState8,getawayHATSm8_1
VSA_EState8,getawayHTc_1
VSA_EState8,getawayHV1_2
VSA_EState8,getawayHV3_3
VSA_EState8,getawayHV4_2
VSA_EState8,getawayHm7_3
VSA_EState8,getawayREn1_7
VSA_EState8,getawayRmaxP7_2
VSA_EState8,k3_2
VSA_EState8,k_1
VSA_EState8,rho_1
VSA_EState8,rho_2
WHIM_P3c_2,c_3
WHIM_P3c_2,fr_Al_COO
WHIM_P3c_2,fr_bicyclic
WHIM_P3c_2,getawayHATSEn6_2
WHIM_P3c_2,getawayHATSIP2_3
WHIM_P3c_2,getawayHATSIP4_3
WHIM_P3c_2,getawayHATSV8_2
WHIM_P3c_2,getawayHATSc13_3
WHIM_P3c_2,getawayHATSm8_1
WHIM_P3c_2,getawayHTc_1
WHIM_P3c_2,getawayHV1_2
WHIM_P3c_2,getawayHV3_3
WHIM_P3c_2,getawayHV4_2
WHIM_P3c_2,getawayHm7_3
WHIM_P3c_2,getawayREn1_7
WHIM_P3c_2,getawayRmaxP7_2
WHIM_P3c_2,k3_2
WHIM_P3c_2,k_1
WHIM_P3c_2,rho_1
WHIM_P3c_2,rho_2
c_3,fr_Al_COO
c_3,fr_bicyclic
c_3,getawayHATSEn6_2
c_3,getawayHATSIP2_3
c_3,getawayHATSIP4_3
c_3,getawayHATSV8_2
c_3,getawayHATSc13_3
c_3,getawayHATSm8_1
c_3,getawayHTc_1
c_3,getawayHV1_2
c_3,getawayHV3_3
c_3,getawayHV4_2
c_3,getawayHm7_3
c_3,getawayREn1_7
c_3,getawayRmaxP7_2
c_3,k3_2
c_3,k_1
c_3,rho_1
c_3,rho_2
fr_Al_COO,fr_bicyclic
fr_Al_COO,getawayHATSEn6_2
fr_Al_COO,getawayHATSIP2_3
fr_Al_COO,getawayHATSIP4_3
fr_Al_COO,getawayHATSV8_2
fr_Al_COO,getawayHATSc13_3
fr_Al_COO,getawayHATSm8_1
fr_Al_COO,getawayHTc_1
fr_Al_COO,getawayHV1_2
fr_Al_COO,getawayHV3_3
fr_Al_COO,getawayHV4_2
fr_Al_COO,getawayHm7_3
fr_Al_COO,getawayREn1_7
fr_Al_COO,getawayRmaxP7_2
fr_Al_COO,k3_2
fr_Al_COO,k_1
fr_Al_COO,rho_1
fr_Al_COO,rho_2
fr_bicyclic,getawayHATSEn6_2
fr_bicyclic,getawayHATSIP2_3
fr_bicyclic,getawayHATSIP4_3
fr_bicyclic,getawayHATSV8_2
fr_bicyclic,getawayHATSc13_3
fr_bicyclic,getawayHATSm8_1
fr_bicyclic,getawayHTc_1
fr_bicyclic,getawayHV1_2
fr_bicyclic,getawayHV3_3
fr_bicyclic,getawayHV4_2
fr_bicyclic,getawayHm7_3
fr_bicyclic,getawayREn1_7
fr_bicyclic,getawayRmaxP7_2
fr_bicyclic,k3_2
fr_bicyclic,k_1
fr_bicyclic,rho_1
fr_bicyclic,rho_2
getawayHATSEn6_2,getawayHATSIP2_3
getawayHATSEn6_2,getawayHATSIP4_3
getawayHATSEn6_2,getawayHATSV8_2
getawayHATSEn6_2,getawayHATSc13_3
getawayHATSEn6_2,getawayHATSm8_1
getawayHATSEn6_2,getawayHTc_1
getawayHATSEn6_2,getawayHV1_2
getawayHATSEn6_2,getawayHV3_3
getawayHATSEn6_2,getawayHV4_2
getawayHATSEn6_2,getawayHm7_3
getawayHATSEn6_2,getawayREn1_7
getawayHATSEn6_2,getawayRmaxP7_2
getawayHATSEn6_2,k3_2
getawayHATSEn6_2,k_1
getawayHATSEn6_2,rho_1
getawayHATSEn6_2,rho_2
getawayHATSIP2_3,getawayHATSIP4_3
getawayHATSIP2_3,getawayHATSV8_2
getawayHATSIP2_3,getawayHATSc13_3
getawayHATSIP2_3,getawayHATSm8_1
getawayHATSIP2_3,getawayHTc_1
getawayHATSIP2_3,getawayHV1_2
getawayHATSIP2_3,getawayHV3_3
getawayHATSIP2_3,getawayHV4_2
getawayHATSIP2_3,getawayHm7_3
getawayHATSIP2_3,getawayREn1_7
getawayHATSIP2_3,getawayRmaxP7_2
getawayHATSIP2_3,k3_2
getawayHATSIP2_3,k_1
getawayHATSIP2_3,rho_1
getawayHATSIP2_3,rho_2
getawayHATSIP4_3,getawayHATSV8_2
getawayHATSIP4_3,getawayHATSc13_3
getawayHATSIP4_3,getawayHATSm8_1
getawayHATSIP4_3,getawayHTc_1
getawayHATSIP4_3,getawayHV1_2
getawayHATSIP4_3,getawayHV3_3
getawayHATSIP4_3,getawayHV4_2
getawayHATSIP4_3,getawayHm7_3
getawayHATSIP4_3,getawayREn1_7
getawayHATSIP4_3,getawayRmaxP7_2
getawayHATSIP4_3,k3_2
getawayHATSIP4_3,k_1
getawayHATSIP4_3,rho_1
getawayHATSIP4_3,rho_2
getawayHATSV8_2,getawayHATSc13_3
getawayHATSV8_2,getawayHATSm8_1
getawayHATSV8_2,getawayHTc_1
getawayHATSV8_2,getawayHV1_2
getawayHATSV8_2,getawayHV3_3
getawayHATSV8_2,getawayHV4_2
getawayHATSV8_2,getawayHm7_3
getawayHATSV8_2,getawayREn1_7
getawayHATSV8_2,getawayRmaxP7_2
getawayHATSV8_2,k3_2
getawayHATSV8_2,k_1
getawayHATSV8_2,rho_1
getawayHATSV8_2,rho_2
getawayHATSc13_3,getawayHATSm8_1
getawayHATSc13_3,getawayHTc_1
getawayHATSc13_3,getawayHV1_2
getawayHATSc13_3,getawayHV3_3
getawayHATSc13_3,getawayHV4_2
getawayHATSc13_3,getawayHm7_3
getawayHATSc13_3,getawayREn1_7
getawayHATSc13_3,getawayRmaxP7_2
getawayHATSc13_3,k3_2
getawayHATSc13_3,k_1
getawayHATSc13_3,rho_1
getawayHATSc13_3,rho_2
getawayHATSm8_1,getawayHTc_1
getawayHATSm8_1,getawayHV1_2
getawayHATSm8_1,getawayHV3_3
getawayHATSm8_1,getawayHV4_2
getawayHATSm8_1,getawayHm7_3
getawayHATSm8_1,getawayREn1_7
getawayHATSm8_1,getawayRmaxP7_2
getawayHATSm8_1,k3_2
getawayHATSm8_1,k_1
getawayHATSm8_1,rho_1
getawayHATSm8_1,rho_2
getawayHTc_1,getawayHV1_2
getawayHTc_1,getawayHV3_3
getawayHTc_1,getawayHV4_2
getawayHTc_1,getawayHm7_3
getawayHTc_1,getawayREn1_7
getawayHTc_1,getawayRmaxP7_2
getawayHTc_1,k3_2
getawayHTc_1,k_1
getawayHTc_1,rho_1
getawayHTc_1,rho_2
getawayHV1_2,getawayHV3_3
getawayHV1_2,getawayHV4_2
getawayHV1_2,getawayHm7_3
getawayHV1_2,getawayREn1_7
getawayHV1_2,getawayRmaxP7_2
getawayHV1_2,k3_2
getawayHV1_2,k_1
getawayHV1_2,rho_1
getawayHV1_2,rho_2
getawayHV3_3,getawayHV4_2
getawayHV3_3,getawayHm7_3
getawayHV3_3,getawayREn1_7
getawayHV3_3,getawayRmaxP7_2
getawayHV3_3,k3_2
getawayHV3_3,k_1
getawayHV3_3,rho_1
getawayHV3_3,rho_2
getawayHV4_2,getawayHm7_3
getawayHV4_2,getawayREn1_7
getawayHV4_2,getawayRmaxP7_2
getawayHV4_2,k3_2
getawayHV4_2,k_1
getawayHV4_2,rho_1
getawayHV4_2,rho_2
getawayHm7_3,getawayREn1_7
getawayHm7_3,getawayRmaxP7_2
getawayHm7_3,k3_2
getawayHm7_3,k_1
getawayHm7_3,rho_1
getawayHm7_3,rho_2
getawayREn1_7,getawayRmaxP7_2
getawayREn1_7,k3_2
getawayREn1_7,k_1
getawayREn1_7,rho_1
getawayREn1_7,rho_2
getawayRmaxP7_2,k3_2
getawayRmaxP7_2,k_1
getawayRmaxP7_2,rho_1
getawayRmaxP7_2,rho_2
k3_2,k_1
k3_2,rho_1
k3_2,rho_2
k_1,rho_1
k_1,rho_2
rho_1,rho_2
