smiles,group
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CCCCCCCCC,training
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)c1ccccc1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC(C)C1CCCCC1,test
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
CC1=CCC2CC1C2(C)C,training
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
COc1ccccc1,test
CCCC(=O)CCC,training
CCCC(=O)CCC,training
CCCC(=O)CCC,training
CCCC(=O)CCC,training
CCCC(=O)CCC,training
CCCC(=O)CCC,training
CCCC(=O)CCC,training
CCCC(=O)CCC,training
CCCC(=O)CCC,training
O=C1CCCCC1,training
O=C1CCCCC1,training
O=C1CCCCC1,training
O=C1CCCCC1,training
O=C1CCCCC1,training
O=C1CCCCC1,training
O=C1CCCCC1,training
O=C1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC1CCCCC1,training
CCCC(C)CO,test
CCCC(C)CO,test
CCCC(C)CO,test
CCCC(C)CO,test
CCCC(C)CO,test
CCCC(C)CO,test
CCCC(C)CO,test
CCCC(C)CO,test
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCC(=O)OCC(C)C,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CCCc1ccccc1,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CC(C)CCCCC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCCOC(=O)CC(C)C,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1cccc(C)c1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCc1ccc(C)cc1,training
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
CCCCCC(C)=O,valid
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
C=C1C2CCC(C2)C1(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
CCOC(=O)CCC(C)C,training
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
COCCOCCOC,test
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
C=C1CCC2CC1C2(C)C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
CCc1ccccc1C,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
Cc1cc(C)cc(C)c1,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CC(C)COCCO,training
CCCCCCO,training
CCCCCCO,training
CCCCCCO,training
CCCCCCO,training
CCCCCCO,training
CCCCCCO,training
CCCCCCO,training
CCCCCCO,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
C=C(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CC(C)(C)c1ccccc1,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
CCC(=O)OC(=O)CC,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
Cc1ccc(C)c(C)c1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
CC(C)(C)C1CCCCC1,training
OC1CCCCC1,training
OC1CCCCC1,training
OC1CCCCC1,training
OC1CCCCC1,training
OC1CCCCC1,training
OC1CCCCC1,training
OC1CCCCC1,training
OC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CC1CCCCC1,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
CC(C)CCOC(=O)C(C)C,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=Cc1cccc(C)c1,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
C=CCCCCCCCC,training
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
CC(C)COC(=O)CC(C)C,valid
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
C=Cc1ccc(C)cc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
CC(C)Cc1ccccc1,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
C=CC(=C)CCC=C(C)C,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CCC(C)c1ccccc1,training
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
CC(=O)CC(C)(C)O,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1ccc(OC(=O)C(F)(F)F)cc1,valid
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
Cc1cccc(C(C)C)c1,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CCCCCCCCCC,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
CC(C)CCOCCC(C)C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1cccc(C)c1C,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
Cc1ccc(C(C)C)cc1,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CCCCOCCO,training
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC(=O)OC1CCCCC1,valid
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CC1=CCC(C(C)C)C=C1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
CCC(C)C1CCCCC1,training
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
Cc1ccccc1C(C)C,valid
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CCCCCCC(C)=O,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
CC=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
O=Cc1ccccc1,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCCC(=O)OCCC(C)C,training
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
CCc1cccc(CC)c1,test
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
C1=Cc2ccccc2C1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCCCc1ccccc1,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccccc1CC,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
CCc1ccc(CC)cc1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2CCCCC2C1,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
C1CCC2(CC1)CCCC2,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CC1=CCC(=C(C)C)CC1,training
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOC(=O)CC(C)=O,test
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCOCc1ccccc1,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCC(CO)CC(C)C,training
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCOCCCCC,test
CCCCCCCO,training
CCCCCCCO,training
CCCCCCCO,training
CCCCCCCO,training
CCCCCCCO,training
CCCCCCCO,training
CCCCCCCO,training
CCCCCCCO,training
CCCCCCCO,training
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
C=Cc1ccc(CC)cc1,valid
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
CCCCCC(=O)OCCC,training
Oc1ccccc1,training
Oc1ccccc1,training
Oc1ccccc1,training
Oc1ccccc1,training
Oc1ccccc1,training
Oc1ccccc1,training
Oc1ccccc1,training
Oc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCOc1ccccc1,training
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
CCCCCCCCC(C)C,valid
